ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job
167,Toni,Bingham,33,Female,67,77,89,4,4,180,INTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your father when he died?,My father was 54 when he died,Who was your first friend?,My first friend was Lucie Mclaren,What is your eldest sibling's age?,My eldest sibling is Catherine who was born in the year 28,How old was your mother when she died?,My mother was 41 when she died,Housewife
168,Ross,Lang,34,Male,31,103,111,1,4,145,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I lost my left arm when I was 21,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 21 years old when she had me,Do you have any shared friends with Allan Mcauley?,No. Allan and I don't share any friends,Farmer
169,Janet,Lang,36,Female,49,75,82,0,4,179,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right arm?,I lost my right arm when I was 47,Who were your parents?,My mother was Carly and my father was Adrian,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Farmer
170,Evie,Little,36,Female,64,88,92,2,4,185,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father was 75 when he died,Who was your first friend?,My first friend was Kimberley Little,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother was 81 when she died,Weaver
171,Ariana,Lang,37,Female,63,83,99,4,4,186,ISTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I have 4 wonderful children!,How old was your mother when she had you?,My mother was 31 years old when she had me,Do you have any shared friends with Hope Baird?,No. Hope and I don't share any friends,Who were your parents?,My mother was Sophie and my father was Derek,Housewife
172,Rhiannon,Baird,37,Female,63,84,116,4,4,187,ISFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left leg?,I crippled my left leg when I was 62,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 45 when he died,Weaver
173,Colin,Priestley,37,Male,63,86,85,0,4,160,INFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Lexie?,I married Lexie when I was 18 and they were 25,Who was your first friend?,My first friend was Jamie Hair,What is your eldest sibling's age?,My eldest sibling is Harry who was born in the year 26,How old was your mother when she died?,My mother was 67 when she died,Soldier
174,William,Frame,37,Male,63,93,108,2,4,157,ENTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left arm?,I burned my left arm when I was 42,What happened to your left arm?,I lost my left arm when I was 59,What happened to your torso?,I crippled my torso when I was 60,Do you have any children?,I have 2 wonderful children!,Hunter
175,Kieran,Lang,37,Male,63,103,111,1,4,164,ISFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old was your mother when she had you?,My mother was 24 years old when she had me,Do you have any shared friends with Kenzie Cassidy?,No. Kenzie and I don't share any friends,Who were your parents?,My mother was Lyndsay and my father was Shaun,How many friends do you have?,I have 4 friends,Hunter
176,Scarlett,Little,38,Female,62,102,119,3,4,182,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 79 when he died,Who was your first friend?,My first friend was Evie Little,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Joshua who was born 3 years after me,Farmer
177,Lynne,Grierson,38,Female,62,103,111,3,4,190,ISFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 25 years old when she had me,Do you have any shared friends with Ross Lang?,No. Ross and I don't share any friends,Housewife
178,Alice,Niven,39,Female,61,87,110,0,4,Single,INTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who were your parents?,My mother was Mary and my father was David,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 81 when he died,Weaver
179,Dominic,Lang,40,Male,53,75,82,0,4,169,ESTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your torso?,I lost my torso when I was 53,Who was your first friend?,My first friend was William Frame,What is your eldest sibling's age?,My eldest sibling is Nova who was born in the year 26,How old was your mother when she died?,My mother was 85 when she died,Farmer
180,Shaun,Bingham,41,Male,59,74,78,4,4,167,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any children?,I have 4 wonderful children!,How old was your mother when she had you?,My mother was 38 years old when she had me,Do you have any shared friends with Alice Niven?,No. Alice and I don't share any friends,Who were your parents?,My mother was Katrina and my father was Frankie,Farmer
181,Jacqueline,Dalgleish,41,Female,59,77,89,0,4,Single,INTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 54 when he died,Who was your first friend?,My first friend was Naomi Husband,Housewife
182,Joshua,Little,41,Male,59,102,119,3,4,176,ENTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right arm?,I burned my right arm when I was 27,What is your eldest sibling's age?,My eldest sibling is Scarlett who was born in the year 38,How old was your mother when she died?,My mother was 69 when she died,Do you have any children?,I have 3 wonderful children!,Soldier
183,Naomi,Husband,41,Female,59,105,132,3,4,191,ESTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 28 years old when she had me,Do you have any shared friends with Sofia Bingham?,No. Sofia and I don't share any friends,Who were your parents?,My mother was Leanne and my father was Connor,How many friends do you have?,I have 4 friends,Weaver
184,Shelley,Grierson,43,Female,17,100,121,0,3,Single,INFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 65 when he died,Who was your first friend?,My first friend was Riley Cassidy,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Sean who was born 1 years after me,Farmer
185,Stewart,Little,43,Male,57,102,119,2,4,170,ENTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left arm?,I burned my left arm when I was 40,How old was your mother when she died?,My mother was 69 when she died,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 30 years old when she had me,Soldier
186,Marc,Lang,43,Male,57,103,111,4,4,171,ISFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 26,Do you have any shared friends with Keiran Bingham?,No. Keiran and I don't share any friends,Who were your parents?,My mother was Lyndsay and my father was Shaun,How many friends do you have?,I have 4 friends,Soldier
187,Ellis,Baird,43,Male,57,113,137,4,4,172,INFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 76 when he died,Who was your first friend?,My first friend was Summer Lang,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Kirsty who was born 2 years after me,Hunter
188,Isabella,Niven,44,Female,56,72,80,1,4,194,ESFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she died?,My mother was 79 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 42 years old when she had me,Do you have any shared friends with Ellis Baird?,No. Ellis and I don't share any friends,Weaver
189,Ethan,Baird,44,Male,56,90,117,0,4,159,ISFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old were you when you married Hope?,I married Hope when I was 18 and they were 20,Who were your parents?,My mother was Jasmine and my father was Brodie,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,Smith
190,Sean,Grierson,44,Male,56,100,121,3,4,177,INFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left leg?,I burned my left leg when I was 24,How old was your father when he died?,My father was 65 when he died,Who was your first friend?,My first friend was Ethan Baird,What is your eldest sibling's age?,My eldest sibling is Shelley who was born in the year 43,Hunter
191,Jackson,Husband,44,Male,47,115,140,3,4,183,ESFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old were you when you married Naomi?,I married Naomi when I was 18 and they were 21,What happened to your torso?,I burned my torso when I was 23,What happened to your right arm?,I burned my right arm when I was 35,What happened to your left arm?,I lost my left arm when I was 36,Smith
192,Sienna,Husband,44,Female,56,128,147,4,4,201,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 4 wonderful children!,How old was your mother when she had you?,My mother was 25 years old when she had me,Do you have any shared friends with Freya Baird?,No. Freya and I don't share any friends,Weaver
193,Lyndsey,Stanners,45,Female,55,86,85,2,4,203,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Natalie and my father was Blake,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Housewife
194,Stephen,Niven,45,Male,55,112,143,1,4,188,ENFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who was your first friend?,My first friend was Ellis Baird,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Luca who was born 6 years after me,How old was your mother when she died?,My mother was 84 when she died,Do you have any children?,I just have the one child,Hunter
195,Kirsty,Thomas,45,Female,55,113,137,2,4,199,ISFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 30 years old when she had me,Do you have any shared friends with Ellis Baird?,No. Ellis and I don't share any friends,Who were your parents?,My mother was Freya and my father was Dominic,How many friends do you have?,I have 4 friends,Weaver
196,Rebekah,Niven,45,Female,55,142,152,2,4,211,ENFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 71 when he died,Who was your first friend?,My first friend was Lyndsey Stanners,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Kenneth who was born 6 years after me,Housewife
197,Ruby,Priestley,46,Female,54,72,80,2,4,213,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she died?,My mother was 79 when she died,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 44 years old when she had me,Do you have any shared friends with Rhiannon Baird?,No. Rhiannon and I don't share any friends,Farmer
198,Shannon,Hampson,46,Female,54,128,147,5,4,212,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Kate and my father was Harry,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Housewife
199,Ryan,Thomas,47,Male,19,84,116,2,4,195,ISFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Kirsty?,I married Kirsty when I was 18 and they were 20,Who was your first friend?,My first friend was Connor Duncanson,What is your eldest sibling's age?,My eldest sibling is Rhiannon who was born in the year 37,How old was your mother when she died?,My mother was 81 when she died,Farmer
200,Eilidh,Grierson,47,Female,53,86,85,1,4,207,INFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 40 years old when she had me,Do you have any shared friends with Rebekah Niven?,No. Rebekah and I don't share any friends,Who were your parents?,My mother was Natalie and my father was Blake,Housewife
201,Josh,Husband,47,Male,53,115,140,4,4,192,ESFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old were you when you married Sienna?,I married Sienna when I was 18 and they were 21,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Hunter
202,Katie,Bingham,47,Female,53,118,139,5,4,208,ISFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left leg?,I burned my left leg when I was 25,Who was your first friend?,My first friend was Alice Niven,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Adele who was born 12 years after me,How old was your mother when she died?,My mother was 78 when she died,Weaver
203,Zachary,Stanners,47,Male,53,134,150,2,4,193,ENFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left arm?,I burned my left arm when I was 20,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 26 years old when she had me,Do you have any shared friends with Brodie Baird?,No. Brodie and I don't share any friends,Hunter
204,Brooke,Thomas,48,Female,52,126,153,3,4,209,ISFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Lucie and my father was Jordan,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Housewife
205,Stephanie,Thomas,49,Female,34,83,99,1,4,217,ISTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right arm?,I burned my right arm when I was 28,What happened to your torso?,I lost my torso when I was 34,Who was your first friend?,My first friend was Rhiannon Baird,What is your eldest sibling's age?,My eldest sibling is Ariana who was born in the year 37,Farmer
206,Nikki,Niven,49,Female,51,94,125,1,4,216,INTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she died?,My mother was 75 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 40 years old when she had me,Do you have any shared friends with David Niven?,No. David and I don't share any friends,Weaver
207,Ronan,Grierson,49,Male,51,133,148,1,4,200,INFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old were you when you married Eilidh?,I married Eilidh when I was 18 and they were 20,Who were your parents?,My mother was Hope and my father was Alan,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,Hunter
208,Murray,Bingham,50,Male,50,120,144,5,4,202,ISFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your torso?,I crippled my torso when I was 39,How old was your father when he died?,My father was 76 when he died,Who was your first friend?,My first friend was Shelley Priestley,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Shay who was born 5 years after me,Soldier
209,Innes,Thomas,51,Male,49,84,116,3,4,204,ISFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old was your mother when she died?,My mother was 81 when she died,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 44 years old when she had me,Do you have any shared friends with Alice Niven?,No. Alice and I don't share any friends,Smith
210,Emily,Baird,51,Female,49,109,122,1,4,222,ISFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who were your parents?,My mother was Sandra and my father was Cameron,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Weaver
211,Luca,Niven,51,Male,49,112,143,2,4,196,ENTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Rebekah?,I married Rebekah when I was 18 and they were 24,What happened to your left arm?,I scarred my left arm when I was 44,Who was your first friend?,My first friend was Rebekah Niven,What is your eldest sibling's age?,My eldest sibling is Stephen who was born in the year 45,Soldier
212,Stephen,Hampson,51,Male,49,136,161,5,4,198,ISFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Shannon?,I married Shannon when I was 18 and they were 23,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 5 wonderful children!,How old was your mother when she had you?,My mother was 30 years old when she had me,Soldier
213,Kenneth,Priestley,51,Male,49,142,152,2,4,197,ENFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Do you have any shared friends with Innes Thomas?,Yes. We have 1 shared friend, Murray Bingham,Who were your parents?,My mother was Frances and my father was Harry,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Hunter
214,Linzi,Niven,52,Female,48,112,143,4,4,228,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Lexi Bingham,What is your eldest sibling's age?,My eldest sibling is Stephen who was born in the year 45,How old was your mother when she died?,My mother was 84 when she died,Farmer
215,Lexi,Bingham,52,Female,48,115,140,1,4,223,ENFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 36 years old when she had me,Do you have any shared friends with Linzi Niven?,No. Linzi and I don't share any friends,Who were your parents?,My mother was Aila and my father was Wesley,Housewife
216,Wayne,Niven,53,Male,47,87,110,1,4,206,ENTP,What happened to your left arm?,I crippled my left arm when I was 32,What happened to your right arm?,I lost my right arm when I was 40,How old were you when you married Nikki?,I married Nikki when I was 18 and they were 22,What happened to your left leg?,I burned my left leg when I was 20,What happened to your right arm?,I scarred my right arm when I was 26,Smith
217,Joseph,Thomas,53,Male,47,109,122,1,4,205,ISTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 18,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Soldier
218,Taylor,Grierson,54,Female,46,79,91,2,4,224,INFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who was your first friend?,My first friend was Catherine Dalgleish,What is your eldest sibling's age?,My eldest sibling is Kenzie who was born in the year 27,How old was your mother when she died?,My mother was 85 when she died,Do you have any children?,I have 2 wonderful children!,Weaver
219,Chloe,Little,54,Female,46,83,99,0,4,233,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your mother when she had you?,My mother was 48 years old when she had me,Do you have any shared friends with Stewart Little?,No. Stewart and I don't share any friends,Who were your parents?,My mother was Sophie and my father was Derek,How many friends do you have?,I have 4 friends,Housewife
220,Robyn,Mclaren,54,Female,46,113,137,4,4,226,INFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 76 when he died,Who was your first friend?,My first friend was Lyndsey Stanners,What is your eldest sibling's age?,My eldest sibling is Ellis who was born in the year 43,Weaver
221,Eilidh,Grierson,55,Female,45,107,135,5,4,232,INTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right arm?,I burned my right arm when I was 40,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 5 wonderful children!,How old was your mother when she had you?,My mother was 42 years old when she had me,Weaver
222,Ollie,Baird,55,Male,25,113,137,1,4,210,ISFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right leg?,I burned my right leg when I was 18,What happened to your torso?,I burned my torso when I was 20,Do you have any shared friends with Kieran Lang?,No. Kieran and I don't share any friends,Who were your parents?,My mother was Freya and my father was Dominic,Smith
223,Shay,Bingham,55,Male,45,120,144,1,4,215,INFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 76 when he died,Who was your first friend?,My first friend was Jacqueline Dalgleish,Hunter
224,Mark,Grierson,56,Male,44,100,121,2,4,218,INFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Shelley who was born in the year 43,How old was your mother when she died?,My mother was 71 when she died,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 45 years old when she had me,Farmer
225,Ayla,Husband,56,Female,44,103,111,5,4,229,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Zachary Stanners?,No. Zachary and I don't share any friends,Who were your parents?,My mother was Lyndsay and my father was Shaun,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Housewife
226,Daryl,Mclaren,56,Male,44,126,153,4,4,220,ISFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Eilidh Grierson,What is your eldest sibling's age?,My eldest sibling is Brooke who was born in the year 48,How old was your mother when she died?,My mother is actually still alive,Hunter
227,Valerie,Hair,56,Female,44,131,156,1,4,235,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 36 years old when she had me,Do you have any shared friends with Jessica Hampson?,No. Jessica and I don't share any friends,Who were your parents?,My mother was Natasha and my father was Jamie,Weaver
228,Harry,Niven,57,Male,43,112,143,4,4,214,ENFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your torso?,I scarred my torso when I was 27,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Hunter
229,Struan,Husband,57,Male,35,115,140,5,4,225,ESFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right leg?,I burned my right leg when I was 16,Who was your first friend?,My first friend was Ethan Baird,What is your eldest sibling's age?,My eldest sibling is Jackson who was born in the year 44,How old was your mother when she died?,My mother was 84 when she died,Smith
230,Jodie,Mclaren,57,Female,43,155,166,1,4,231,ISFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 29 years old when she had me,Do you have any shared friends with Josh Husband?,No. Josh and I don't share any friends,Who were your parents?,My mother was Ayla and my father was Keiran,Housewife
231,Riley,Mclaren,58,Male,42,126,153,1,4,230,ISFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 26,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Hunter
232,Ross,Grierson,59,Male,41,100,121,5,4,221,INFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your torso?,I burned my torso when I was 23,What happened to your right leg?,I scarred my right leg when I was 27,Who was your first friend?,My first friend was Nathan Little,What is your eldest sibling's age?,My eldest sibling is Shelley who was born in the year 43,Smith
233,Nathan,Little,59,Male,41,102,119,0,4,219,ENTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old was your mother when she died?,My mother was 69 when she died,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 46 years old when she had me,Do you have any shared friends with Ross Grierson?,No. Ross and I don't share any friends,Soldier
234,Adele,Baird,59,Female,41,118,139,2,4,243,ISFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Aoife and my father was Riley,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 78 when he died,Housewife
235,Gregor,Hair,60,Male,40,131,156,1,4,227,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who was your first friend?,My first friend was Isabella Niven,What is your eldest sibling's age?,My eldest sibling is Valerie who was born in the year 56,How old was your mother when she died?,My mother was 76 when she died,Do you have any children?,I just have the one child,Farmer
236,Greg,Stanners,61,Male,39,134,150,1,4,238,ENFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 17,What happened to your right leg?,I scarred my right leg when I was 19,How old were you when you married Nicole?,I married Nicole when I was 19 and they were 18,What happened to your torso?,I crippled my torso when I was 32,Smith
237,Kerry,Lang,61,Female,39,164,175,1,4,247,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 30 years old when she had me,Do you have any shared friends with Murray Bingham?,No. Murray and I don't share any friends,Who were your parents?,My mother was Jessica and my father was Kieran,How many friends do you have?,I have 4 friends,Weaver
238,Nicole,Stanners,61,Female,39,176,182,1,4,236,ENTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Chloe Little,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Beth who was born 1 years after me,Weaver
239,Emilia,Mclaren,62,Female,38,109,122,2,4,248,ISFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she died?,My mother was 70 when she died,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 48 years old when she had me,Do you have any shared friends with Sean Grierson?,No. Sean and I don't share any friends,Farmer
240,Kiera,Husband,62,Female,38,131,156,1,4,251,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left arm?,I crippled my left arm when I was 29,Who were your parents?,My mother was Natasha and my father was Jamie,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Weaver
241,Beth,Little,62,Female,38,176,182,0,4,242,ENTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Greg Stanners,What is your eldest sibling's age?,My eldest sibling is Nicole who was born in the year 61,How old was your mother when she died?,My mother is actually still alive,Housewife
242,Finn,Little,63,Male,37,102,119,0,4,241,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 50 years old when she had me,Do you have any shared friends with Beth Little?,No. Beth and I don't share any friends,Who were your parents?,My mother was Ashley and my father was Lewis,Farmer
243,Riley,Baird,63,Male,37,113,137,2,4,234,INFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 76 when he died,Who was your first friend?,My first friend was Luca Niven,Hunter
244,Caroline,Thomas,63,Female,37,183,191,3,3,255,ESFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 35,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Wesley who was born 21 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 3 wonderful children!,Housewife
245,Stacey,Cassidy,64,Female,35,118,139,1,4,249,ISFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 22,What happened to your torso?,I lost my torso when I was 35,How old was your mother when she had you?,My mother was 48 years old when she had me,Do you have any shared friends with Shay Bingham?,No. Shay and I don't share any friends,Farmer
246,Hayley,Bingham,64,Female,36,126,153,1,4,254,ISFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Lucie and my father was Jordan,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Housewife
247,Ronald,Lang,64,Male,36,171,186,1,4,237,ISFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Kerry?,I married Kerry when I was 18 and they were 21,Who was your first friend?,My first friend was Emilia Mclaren,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Harvey who was born 4 years after me,How old was your mother when she died?,My mother is actually still alive,Soldier
248,Kayden,Mclaren,65,Male,35,126,153,2,4,239,ISFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right arm?,I lost my right arm when I was 29,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 47 years old when she had me,Do you have any shared friends with Eva Hampson?,No. Eva and I don't share any friends,Smith
249,Hunter,Cassidy,66,Male,34,118,139,1,4,245,ISTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who were your parents?,My mother was Aoife and my father was Riley,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 78 when he died,Farmer
250,Eva,Hampson,66,Female,34,136,161,0,4,Single,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who was your first friend?,My first friend was Jodie Mclaren,What is your eldest sibling's age?,My eldest sibling is Stephen who was born in the year 51,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Weaver
