ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job
168,Kieran,Lang,47,Male,53,92,89,2,4,186,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Courtney who was born 61 years old,How old was your mother when she died?,My mother was 72 when she died,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 29 years old when she had me,Hunter
169,Arran,Smith,48,Male,52,68,80,0,4,185,ENTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Caitlin?,I married Caitlin when I was 22 and they were 18,What happened to your torso?,I crippled my torso when I was 30,What happened to your left arm?,I burned my left arm when I was 39,What happened to your right leg?,I burned my right leg when I was 41,Farmer
170,Paul,Ralston,48,Male,52,76,62,1,4,183,INFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any shared friends with Mya Bissett?,No. Mya and I don't share any friends,Who were your parents?,My mother was Caitlin and my father was Gregor,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Smith
171,Richard,Mutch,48,Male,52,87,86,5,4,187,ENTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old was your father when he died?,My father was 76 when he died,Who was your first friend?,My first friend was Harry Caulfield,What is your eldest sibling's age?,My eldest sibling is Hunter who was born 64 years old,How old was your mother when she died?,My mother was 81 when she died,Soldier
172,Oliver,Copland,49,Male,20,51,57,1,3,175,ISFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right arm?,I lost my right arm when I was 18,How old were you when you married Orla?,I married Orla when I was 19 and they were 18,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 47 years old when she had me,Farmer
173,Maureen,Brodie,49,Female,51,61,77,4,4,176,ESTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any shared friends with Conor Brodie?,No. Conor and I don't share any friends,Who were your parents?,My mother was Shannon and my father was Bryan,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Weaver
174,Eve,Smith,49,Female,51,68,80,5,4,144,ENTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your father when he died?,My father was 82 when he died,Who was your first friend?,My first friend was Alisha Ralston,What is your eldest sibling's age?,My eldest sibling is Stephen who was born 69 years old,How old was your mother when she died?,My mother was 84 when she died,Housewife
175,Orla,Copland,49,Female,51,82,84,1,4,172,ISTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 36 years old when she had me,Do you have any shared friends with Conor Brodie?,No. Conor and I don't share any friends,Who were your parents?,My mother was Kirsty and my father was Sam,Weaver
176,Wayne,Brodie,49,Male,51,108,103,4,4,173,ISTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Maureen?,I married Maureen when I was 18 and they were 18,What happened to your left arm?,I crippled my left arm when I was 27,What happened to your right leg?,I crippled my right leg when I was 38,How many friends do you have?,I have 4 friends,Soldier
177,Paul,Farrell,50,Male,50,65,70,5,4,188,ENFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 72 when he died,Who was your first friend?,My first friend was Mila Caulfield,What is your eldest sibling's age?,My eldest sibling is Nathan who was born 55 years old,Soldier
178,Cerys,Smith,50,Female,50,122,112,3,4,150,INTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your mother when she died?,My mother was 66 when she died,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 21 years old when she had me,Do you have any shared friends with Keir Brodie?,No. Keir and I don't share any friends,Housewife
179,Keith,Mutch,51,Male,49,60,75,2,4,199,ENTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right leg?,I burned my right leg when I was 20,What happened to your left arm?,I lost my left arm when I was 43,Who were your parents?,My mother was Linda and my father was Steven,How many friends do you have?,I have 4 friends,Hunter
180,Francis,Harkness,51,Male,49,67,78,5,4,196,ENFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your torso?,I burned my torso when I was 22,How old were you when you married Ivy?,I married Ivy when I was 24 and they were 18,What happened to your right leg?,I burned my right leg when I was 40,Do you have any siblings?,Yes. I actually have 3 siblings,Hunter
181,Kara,Husband,51,Female,49,90,88,5,4,163,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 41,How old was your father when he died?,My father was 69 when he died,Who was your first friend?,My first friend was Henry Smith,Do you have any injuries to your head?,I've never had any serious injuries to my head,Housewife
182,Graeme,Thomas,51,Male,49,101,97,1,4,198,ENFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 46,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 31 years old when she had me,Smith
183,Daisy,Ralston,51,Female,49,111,114,1,4,170,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any shared friends with Harry Caulfield?,No. Harry and I don't share any friends,Who were your parents?,My mother was Elizabeth and my father was Ryan,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,Weaver
184,Keir,Brodie,51,Male,49,122,112,0,4,204,ISTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Cerys Smith,What is your eldest sibling's age?,My eldest sibling is Cerys who was born 50 years old,How old was your mother when she died?,My mother was 66 when she died,Smith
185,Caitlin,Smith,51,Female,49,125,115,0,4,169,ENTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 21 years old when she had me,Do you have any shared friends with Graeme Thomas?,No. Graeme and I don't share any friends,Who were your parents?,My mother was Lyndsay and my father was Ellis,Weaver
186,Morag,Lang,52,Female,48,73,81,2,4,168,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 37 when he died,Who was your first friend?,My first friend was Angela Smith,Weaver
187,Ayla,Mutch,53,Female,47,93,107,5,4,171,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Craig who was born 57 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 5 wonderful children!,How old was your mother when she had you?,My mother was 35 years old when she had me,Farmer
188,Julia,Farrell,53,Female,47,101,97,5,4,177,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any shared friends with Mila Caulfield?,No. Mila and I don't share any friends,Who were your parents?,My mother was Emily and my father was Bruce,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Weaver
189,Greig,Copland,53,Male,47,126,123,3,4,195,ESFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Julia Farrell,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Daniel who was born 1 years after me,How old was your mother when she died?,My mother is actually still alive,Soldier
190,Alex,Mutch,54,Male,26,125,115,1,3,206,ESTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Sofia?,I married Sofia when I was 23 and they were 18,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 24 years old when she had me,Do you have any shared friends with Greig Copland?,No. Greig and I don't share any friends,Farmer
191,Daniel,Copland,54,Male,46,126,123,5,4,201,ESFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Who were your parents?,My mother was Shannon and my father was Kris,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Smith
192,Calum,Ralston,54,Male,46,129,130,4,4,194,INFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your torso?,I crippled my torso when I was 41,Who was your first friend?,My first friend was Francis Harkness,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Stacy who was born 10 years after me,How old was your mother when she died?,My mother was 56 when she died,Smith
193,Tommy,Farrell,55,Male,45,65,70,3,4,202,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 49 years old when she had me,Do you have any shared friends with Theodore Ralston?,No. Theodore and I don't share any friends,Who were your parents?,My mother was Alana and my father was Innes,Farmer
194,Carla,Ralston,55,Female,45,66,58,4,4,192,INFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 24,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 74 when he died,Weaver
195,Christina,Copland,55,Female,45,125,115,3,4,189,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 44,Who was your first friend?,My first friend was Keith Mutch,What is your eldest sibling's age?,My eldest sibling is Caitlin who was born 49 years old,How old was your mother when she died?,My mother is actually still alive,Housewife
196,Ivy,Harkness,56,Female,44,73,81,5,4,180,INFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your torso?,I scarred my torso when I was 16,What happened to your right leg?,I scarred my right leg when I was 24,What happened to your torso?,I burned my torso when I was 40,What happened to your left leg?,I lost my left leg when I was 41,Farmer
197,Lynsey,Ralston,56,Female,44,119,117,3,4,207,INFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 28 years old when she had me,Do you have any shared friends with Keir Brodie?,No. Keir and I don't share any friends,Who were your parents?,My mother was Sophie and my father was Jayden,Housewife
198,Toni,Thomas,57,Female,43,67,78,1,4,182,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your torso?,I scarred my torso when I was 29,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 77 when he died,Weaver
199,Aileen,Mutch,57,Female,43,93,107,2,4,179,ENTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Lily Bissett,What is your eldest sibling's age?,My eldest sibling is Craig who was born 57 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 2 wonderful children!,Housewife
200,Justin,Brodie,57,Male,43,108,103,5,4,208,ISTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old was your mother when she had you?,My mother was 33 years old when she had me,Do you have any shared friends with Henry Smith?,Yes. We have 1 shared friend, Kara Husband,Who were your parents?,My mother was Lois and my father was Brodie,How many friends do you have?,I have 4 friends,Hunter
201,Shelley,Copland,57,Female,43,126,123,5,4,191,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Tommy Farrell,What is your eldest sibling's age?,My eldest sibling is Greig who was born 47 years old,Housewife
202,Melanie,Farrell,57,Female,43,138,124,3,4,193,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 43,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 19 years old when she had me,Weaver
203,Campbell,Mutch,58,Male,42,87,86,2,4,209,ENTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I lost my left arm when I was 40,Do you have any shared friends with Ivy Harkness?,No. Ivy and I don't share any friends,Who were your parents?,My mother was Sinead and my father was Charlie,How many friends do you have?,I have 4 friends,Farmer
204,Bethany,Brodie,58,Female,42,93,107,0,4,184,INTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 49 when he died,Who was your first friend?,My first friend was Paul Ralston,What is your eldest sibling's age?,My eldest sibling is Craig who was born 57 years old,Housewife
205,Eilidh,Thomas,58,Female,42,116,106,1,4,215,ISFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 32,How old was your mother when she died?,My mother was 36 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 31 years old when she had me,Weaver
206,Sofia,Mutch,58,Female,42,136,128,1,4,190,ENTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Melanie Farrell?,No. Melanie and I don't share any friends,Who were your parents?,My mother was Lyla and my father was Calum,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Housewife
207,Brody,Ralston,59,Male,41,104,105,3,4,197,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 21,How old was your father when he died?,My father was 78 when he died,Who was your first friend?,My first friend was Toni Thomas,Do you have any injuries to your head?,I've never had any serious injuries to my head,Farmer
208,Linsey,Brodie,59,Female,41,122,112,5,4,200,INTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she died?,My mother was 66 when she died,Do you have any children?,I have 5 wonderful children!,How old was your mother when she had you?,My mother was 30 years old when she had me,Do you have any shared friends with Lynsey Ralston?,No. Lynsey and I don't share any friends,Weaver
209,Wendy,Mutch,60,Female,40,125,115,2,4,203,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your torso?,I scarred my torso when I was 32,Who were your parents?,My mother was Lyndsay and my father was Ellis,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Weaver
210,Ada,Smith,60,Female,40,139,132,1,4,214,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Charles Mutch,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Lindsey who was born 8 years after me,How old was your mother when she died?,My mother is actually still alive,Weaver
211,Heidi,Lang,61,Female,39,87,86,0,4,216,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 45 years old when she had me,Do you have any shared friends with Alisha Ralston?,No. Alisha and I don't share any friends,Who were your parents?,My mother was Sinead and my father was Charlie,Farmer
212,Brian,Baird,61,Male,39,119,117,1,4,225,INFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your torso?,I burned my torso when I was 24,What happened to your left leg?,I burned my left leg when I was 29,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Soldier
213,Nieve,Brodie,61,Female,39,134,127,1,4,217,ESTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Kelly Brodie,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Allan who was born 9 years after me,How old was your mother when she died?,My mother is actually still alive,Weaver
214,Cooper,Smith,61,Male,39,136,128,1,4,210,ENTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 20,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 23 years old when she had me,Do you have any shared friends with Arran Smith?,No. Arran and I don't share any friends,Soldier
215,Kieran,Thomas,62,Male,28,101,97,1,4,205,INFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who were your parents?,My mother was Emily and my father was Bruce,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 79 when he died,Farmer
216,Theodore,Lang,63,Male,37,92,89,0,4,211,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who was your first friend?,My first friend was Sofia Mutch,What is your eldest sibling's age?,My eldest sibling is Courtney who was born 61 years old,How old was your mother when she died?,My mother was 72 when she died,Do you have any children?,I don't have any children,Farmer
217,Brodie,Brodie,63,Male,37,108,103,1,4,213,ISTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old were you when you married Nieve?,I married Nieve when I was 18 and they were 20,What happened to your right arm?,I scarred my right arm when I was 27,How old was your mother when she had you?,My mother was 39 years old when she had me,Do you have any shared friends with Ayla Mutch?,No. Ayla and I don't share any friends,Smith
218,Ollie,Mccrory,63,Male,37,118,120,3,4,228,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who were your parents?,My mother was Elise and my father was Mohammed,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Hunter
219,Dale,Copland,63,Male,37,126,123,0,3,Single,ENFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who was your first friend?,My first friend was Ruby Farrell,What is your eldest sibling's age?,My eldest sibling is Greig who was born 47 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Hunter
220,Olly,Brodie,63,Male,21,131,137,0,4,Single,ISTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left arm?,I burned my left arm when I was 18,What happened to your left leg?,I crippled my left leg when I was 19,How old was your mother when she had you?,My mother was 28 years old when she had me,Do you have any shared friends with Linsey Brodie?,No. Linsey and I don't share any friends,Smith
221,Stacy,Farrell,64,Female,23,129,130,0,4,222,INFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who were your parents?,My mother was Brooke and my father was Keith,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Farmer
222,Nathan,Farrell,64,Male,36,142,158,0,4,221,ENFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Who was your first friend?,My first friend was Brian Baird,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Smith
223,Stephen,Smith,65,Male,35,91,98,2,4,226,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she had you?,My mother was 48 years old when she had me,Do you have any shared friends with Brian Baird?,Yes. We have 1 shared friend, Linsey Brodie,Who were your parents?,My mother was Angela and my father was Riley,How many friends do you have?,I have 4 friends,Farmer
224,Luke,Brodie,65,Male,34,122,112,1,4,229,INTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your torso?,I lost my torso when I was 34,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Orla Copland,Smith
225,Neve,Baird,66,Female,34,109,113,1,4,212,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 42 years old when she had me,Weaver
226,Katherine,Smith,68,Female,32,93,107,2,4,223,INTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any shared friends with Hunter Mutch?,No. Hunter and I don't share any friends,Who were your parents?,My mother was Rebekah and my father was Josh,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Farmer
227,Gary,Mccrory,68,Male,30,118,120,0,4,250,ISFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Heidi Lang,What is your eldest sibling's age?,My eldest sibling is Ollie who was born 37 years old,How old was your mother when she died?,My mother was 53 when she died,Farmer
228,Lindsey,Mccrory,68,Female,32,139,132,3,4,218,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 29 years old when she had me,Do you have any shared friends with Lily Mutch?,No. Lily and I don't share any friends,Who were your parents?,My mother was Lily and my father was Shaun,Housewife
229,Alice,Brodie,68,Female,32,148,135,1,4,224,ENTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Conor Brodie,Weaver
230,Tracey,Bissett,68,Female,32,159,149,1,4,231,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Grayson who was born 10 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 23 years old when she had me,Housewife
231,Oscar,Bissett,69,Male,31,139,132,1,4,230,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Tracey?,I married Tracey when I was 18 and they were 19,Do you have any shared friends with Wendy Mutch?,No. Wendy and I don't share any friends,Who were your parents?,My mother was Lily and my father was Shaun,How many friends do you have?,I have 4 friends,Farmer
232,Daniel,Shankland,69,Male,31,140,151,0,4,254,ISTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 24,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Eilidh Thomas,Hunter
233,Patricia,Copland,69,Female,31,147,156,0,3,235,ISTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Brodie who was born 20 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 27 years old when she had me,Housewife
234,Campbell,Ralston,69,Male,31,165,166,0,4,243,INFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old were you when you married Karen?,I married Karen when I was 22 and they were 18,Do you have any shared friends with Ada Smith?,No. Ada and I don't share any friends,Who were your parents?,My mother was Alisha and my father was Theodore,How many friends do you have?,I have 4 friends,Smith
235,Gordon,Copland,69,Male,31,175,172,0,4,233,ISTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father was 20 when he died,Who was your first friend?,My first friend was Keir Brodie,Do you have any injuries to your head?,I've never had any serious injuries to my head,Hunter
236,Alice,Ralston,70,Female,30,119,117,0,4,240,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 42 years old when she had me,Do you have any shared friends with Wayne Brodie?,No. Wayne and I don't share any friends,Farmer
237,Kylie,Smith,70,Female,30,122,112,0,4,238,ISTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you get along well with Megan?,I talked to Megan when I was 16 but we didn't work as friends,How long have you been friends with Nicolle?,I've been friends with Nicolle since I was 18,What happened to your right arm?,I scarred my right arm when I was 27,Who were your parents?,My mother was Mirren and my father was Charles,Housewife
238,Allan,Smith,70,Male,30,134,127,0,4,237,ESTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Stephen Smith,Hunter
239,Oliver,Mutch,70,Male,30,141,157,0,4,241,ESTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 31 years old when she had me,Hunter
240,Louis,Ralston,70,Male,30,165,166,0,4,236,INFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your torso?,I scarred my torso when I was 19,What happened to your left arm?,I burned my left arm when I was 23,Do you have any shared friends with Olly Copland?,No. Olly and I don't share any friends,Who were your parents?,My mother was Alisha and my father was Theodore,Soldier
241,Layla,Mutch,71,Female,29,125,115,0,4,239,ESTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Campbell Mutch,Farmer
242,Olly,Copland,71,Male,29,126,123,0,4,262,ENFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old were you when you married Zoe?,I married Zoe when I was 25 and they were 18,What is your eldest sibling's age?,My eldest sibling is Greig who was born 47 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Hunter
243,Karen,Ralston,72,Female,28,119,117,0,4,234,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she had you?,My mother was 44 years old when she had me,Do you have any shared friends with Campbell Ralston?,No. Campbell and I don't share any friends,Who were your parents?,My mother was Sophie and my father was Jayden,How many friends do you have?,I have 4 friends,Farmer
244,Barrie,Mccrory,73,Male,27,118,120,1,4,257,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Keira?,I married Keira when I was 22 and they were 18,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Sean Lang,Farmer
245,Grayson,Brodie,73,Male,27,131,137,0,4,263,ISTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Olly who was born 21 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 38 years old when she had me,Smith
246,Alison,Mutch,73,Female,27,134,127,1,4,249,ENTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Noah Mutch?,No. Noah and I don't share any friends,Who were your parents?,My mother was Jill and my father was Stephen,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Housewife
247,Ayla,Lang,73,Female,27,165,166,0,4,248,INFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Melanie Farrell,What is your eldest sibling's age?,My eldest sibling is Campbell who was born 31 years old,How old was your mother when she died?,My mother is actually still alive,Housewife
248,Sean,Lang,73,Male,27,186,168,0,4,247,ENFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 21 years old when she had me,Do you have any shared friends with Barrie Mccrory?,No. Barrie and I don't share any friends,Who were your parents?,My mother was Morag and my father was Kieran,Soldier
249,Noah,Mutch,73,Male,27,187,171,1,4,246,ENTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old were you when you married Alison?,I married Alison when I was 18 and they were 18,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Smith
250,Evelyn,Mccrory,74,Female,26,153,154,0,4,227,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who was your first friend?,My first friend was Louis Ralston,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Aidan who was born 4 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Weaver
251,Olly,Copland,74,Male,26,195,189,0,4,267,ESTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your torso?,I lost my torso when I was 26,How old was your mother when she had you?,My mother was 19 years old when she had me,Do you have any shared friends with Ollie Mccrory?,No. Ollie and I don't share any friends,Who were your parents?,My mother was Christina and my father was Greig,Smith
252,Steven,Ralston,75,Male,25,165,166,0,4,258,INFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Susan?,I married Susan when I was 20 and they were 18,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Farmer
